Product ID,Code,Name,Description,Calculated Price,Fixed Shipping Price,Free Shipping,Weight,Category Details,Page Title,Product URL,Redirect Old URL?,Product Tax Code
115,CUR_High5,High Five! Curriculum,"High Five! is a professionally designed 8-lesson curriculum that awakens children's excitement and interest in their food. It teaches children about healthy eating, simple cooking and cultural models for meals. The lessons are organized and easily followed so that anyone—parent, teacher, or others interested in children, food, cooking and health—can teach High Five! The eight lessons in High Five! circle the globe, including the cooking of Vietnam, India, Norway, the Middle East, China, the Mediterranean (Italy, Spain, Greece), and Mexico. In their classrooms, the children make or use a typical flatbread and accompanying foods, including: • Rice Paper Wraps and sauce (Vietnam)• Chapatti and Dal Fry (India)• Lefse (Norway)• Pita Bread, Fattoush, and Chickpea Salad (Middle East)• Bruschetta, Paximidia (Mediterranean)• Tortilla, Salsa and Black Beans (Mexico) Curriculum includes student handouts (photo, map and recipes) and teacher packets (8 lesson plans, recipes, shopping list, basic equipment list, suggested teaching aids & readings). All materials come together in a 3-ring binder. ",20,0,N,1,"Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products",Oldways High Five! Curriculum,/high-five-curriculum/,,
116,CARD_5Pyr,5 Traditional Diet Pyramid Cards,"One each of our five traditional diet pyramids, 8.5"" x 11"" printed on card stock: African Heritage, Asian, Latin-American, Mediterranean Diet, and Vegetarian/Vegan.",12.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: African, Category Path: Shop by Topic/African|Category Name: Latin American, Category Path: Shop by Topic/Latin American|Category Name: Vegetarian, Category Path: Shop by Topic/Vegetarian|Category Name: Asian, Category Path: Shop by Topic/Asian|Category Name: Shop All Products, Category Path: Shop All Products",Oldways 5 Traditional Diet Pyramids,/5-traditional-diet-pyramid-cards/,,
117,CARD_LatPyr,Latin American Diet Pyramid Card,"Oldways' Latin American Diet Pyramid, with text in Spanish and English, printed on letter-size (8.5"" x 11"") card stock. Discounts are available for purchases of 50 or more, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.  ",3.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: Latin American, Category Path: Shop by Topic/Latin American|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Latin American Diet Pyramid Card,/latin-american-diet-pyramid-card/,,
118,CARD_AfrPyr,African Heritage Diet Pyramid Card,"Oldways' African Heritage Diet Pyramid, printed on letter-size (8.5"" x 11"") card stock. Discounts are available for purchases of 50 or more, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.  ",3.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: African, Category Path: Shop by Topic/African|Category Name: Shop All Products, Category Path: Shop All Products",Oldways African Heritage Diet Pyramid Card,/african-heritage-diet-pyramid-card/,,
119,CARD_AsiPyr,Asian Diet Pyramid Card,"Oldways' Asian Diet Pyramid, printed on letter-size (8.5"" x 11"") card stock. Bulk discount:  $2.99 per card ($1 off) for 50+ cards",3.99,0,N,0.5,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: Asian, Category Path: Shop by Topic/Asian|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Asian Diet Pyramid Card,/asian-diet-pyramid-card/,,
120,CARD_VegPyr,Vegetarian & Vegan Diet Pyramid Card,"Oldways' Vegetarian & Vegan Diet Pyramid, printed on letter-size (8.5"" x 11"") card stock. Discounts are available for purchases of 50 or more, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.  ",3.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: Vegetarian, Category Path: Shop by Topic/Vegetarian|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Vegetarian & Vegan Diet Pyramid Card,/vegetarian-vegan-diet-pyramid-card/,,
121,CARD_MedPyr,Mediterranean Diet Pyramid Card,"Oldways' Mediterranean Diet Pyramid, printed on letter-size (8.5"" x 11"") card stock. Discounts are available for purchases of 50 or more, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.  ",3.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Mediterranean Diet Pyramid Card,/mediterranean-diet-pyramid-card/,,
122,PIN_WGStickers,Just Ask for Whole Grains Stickers (roll of 1000),"1.5"" diameter stickers are perfect for your next whole grains promotion. 1000 stickers in each roll.",14.99,0,N,1,"Category Name: Whole Grain, Category Path: Shop by Topic/Whole Grain|Category Name: Buttons + Pins, Category Path: Shop by Materials/Buttons + Pins|Category Name: Shop All Products, Category Path: Shop All Products",Just Ask For Whole Grains Stickers,/just-ask-for-whole-grains-stickers-roll-of-1000/,,
123,BRO_CM,Camino Mágico Pocket Shopping Guide (15 pcs),"Camino Mágico (""Magic Road"") is our colorful and user-friendly bilingual supermarket shopping guide and meal planner. At 4.25"" x 5.5"", it's pocket-sized and aimed at helping Latinos make better choices while at the supermarket. It also includes general nutrition information and exercise guidelines to help lead a healthier life.  Camino Mágico is ideal for distribution at supermarkets, schools, churches, community centers, etc., and is the perfect complement to your existing nutrition program. Sold in sets of 15. Discounts are available for purchases of 50 or more, and appear automatically during the checkout process.       ",7.99,0,N,1,"Category Name: Brochures, Category Path: Shop by Materials/Brochures|Category Name: Latin American, Category Path: Shop by Topic/Latin American|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Camino Mágico Pocket Shopping Guide,/camino-magico-pocket-shopping-guide-15-pcs/,,
124,OTH_MedGrocList,Mediterranean Diet Grocery List Pad,"Mediterranean Diet Grocery List Pad is a companion tool to the 4 Week Mediterranean Diet Menu Plan Book, which is the easiest way to get you started on your path to eating the heart healthy Mediterranean Diet. The pad measures 5.5"" x 8.5"", with 50 double-sided sheets. Use the pad to organize and plan grocery shopping trips. And, it will keep you on track while you are at the store by giving you helpful reminders of healthier Mediterranean foods.  ____________________________ About the Mediterranean Diet  The Mediterranean Diet features a wide variety of plant-based food including vegetables, fruits, whole grains, nuts, legumes, beans, herbs, spices, and olive oil. Foods eaten in moderation include fish, seafood, poultry, eggs, and dairy. Desserts and red meat are saved for special occasions.  Research has linked the Mediterranean Diet to many health benefits such as reducing the risk of cardiovascular disease. In 2019, U.S. News and World Report ranked the Mediterranean Diet as the #1 Best Diet Overall, Best Diabetes Diet, Best Diet for Healthy Eating, Best Heart-Healthy Diet, Best Plant-Based Diet, and Easiest Diet to Follow. ____________________________ Bulk Orders & Promotions Discounts are available for purchases of 20 or more, and appear automatically during the checkout process. *Save 15% when you buy together with our Oldways 4-Week Mediterranean Diet Menu Plan in our Mediterranean Diet Discount Bundle*  ____________________________ Join the Club! Join the Make Every Day Mediterranean Club Facebook group for additional information and support.(note: no purchase necessary to join the Facebook group) ____________________________",7.99,0,N,1,"Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Mediterranean Diet Grocery List Pad,/mediterranean-diet-grocery-list-pad/,,
125,OTH_MedMagnet,Mediterranean Diet Pyramid Refrigerator Magnet,"Our colorful 4"" x 6"" Mediterranean Pyramid magnet reminds you (and your patients) of what a healthy balanced diet looks like every time you open the fridge. Discounts are available for purchases of 20 or more magnets, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org. ____________________________ Join the Club! Join the Make Every Day Mediterranean Club Facebook group for additional information and support.(note: no purchase necessary to join the Facebook group) ____________________________  ",4.99,0,N,1,"Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Mediterranean Diet Pyramid Refrigerator Magnet,/mediterranean-diet-pyramid-refrigerator-magnet/,,
126,POS_WG,Whole Grains Every Day Poster,"Colorful 18"" x 24"" poster illustrates the many delicious ways you can enjoy your daily whole grains. Printed on glossy poster stock. Discounts are available for purchases of 10 or more posters, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.",9.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: Whole Grain, Category Path: Shop by Topic/Whole Grain|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Whole Grains Every Day Poster,/whole-grains-every-day-poster/,,
128,OTH_MedPyrPad,Mediterranean Diet Pyramid Tear-Pad,"Keep this colorful and handy pad of 100 sheets in your office and tear off one 5.5"" x 8.5"" Mediterranean Diet Pyramid for every patient. It's an easy and cost-effective way to explain the key food choices in the Mediterranean Diet!  Discounts are available for purchases of 25 or more, and appear automatically during the checkout process. ____________________________ Join the Club! Join the Make Every Day Mediterranean Club Facebook group for additional information and support.(note: no purchase necessary to join the Facebook group) ____________________________  ",9.99,0,N,1,"Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Mediterranean Diet Pyramid Tear Pad,/mediterranean-diet-pyramid-tear-pad/,,
129,POS_AfrPyr,African Heritage Diet Pyramid Poster,"Celebrate the healthy foods of the African diaspora, with our African Heritage Diet Pyramid Poster. Healthy traditional foods are depicted in mouth-watering color images, to motivate better eating through cultural connections with the past. This 4-color poster is 19"" x 27"" in size, and printed on glossy poster stock. Illustrated by George Middleton. Discounts are available for purchases of 10 or more posters, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org. Photo of poster on display by Andrew Kloski for South Side Weekly.",19.99,0,N,1,"Category Name: Posters + Cards, Category Path: Shop by Materials/Posters + Cards|Category Name: African, Category Path: Shop by Topic/African|Category Name: Shop All Products, Category Path: Shop All Products",Oldways African Heritage Diet Pyramid Poster,/african-heritage-diet-pyramid-poster/,,
130,OTH_VWYFBag,Vote with Your Fork Bag,"This environmentally-friendly nylon bag measures about 17"" wide x 15"" tall (not counting handles) and carries up to 44 pounds. It rolls up to 4 x 1.5 inches with a snap-closure strap.",9.99,0,N,1,"Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Vote with Your Fork Reusable Bag,/vote-with-your-fork-bag/,,
131,BK_VegMenu,Oldways 4-Week Vegetarian & Vegan Diet Menu Plan Book,"Find out just how easy and delicious going vegetarian (or vegan) can be, with the Oldways 4-week Vegetarian & Vegan Diet Menu Plan. We'll help you create satisfying, balanced, budget-friendly meals for a healthy plant-based diet. The traditional vegetarian diet, illustrated by the Vegetarian & Vegan Diet Pyramid, reflects the abundance of delicious, healthy foods such as vegetables, fruits, nuts, seeds, whole grains, legumes, herbs, and spices that fit into a healthy eating pattern across many different cultures. This book addresses the important nutrient-rich plant foods of the pyramid that can be eaten every day. It has been designed to serve as a guide for both health-care professionals and consumers who recognize the healthfulness of moving meat from the center of the plate and want to follow a well-balanced plant-based diet. Size: 5.5"" x 8.5"", 88 pages. 58 recipes with nutritionals for each. Asian peanut stir-fry with black rice, Vietnamese noodle soup, pasta pomodoro, and more! Discounts are available for purchases of 50 or more, and appear automatically during the checkout process. ____________________________ This book is also available for purchase in an e-book edition. ____________________________ This product is available for co-branding! For more information, contact store@oldwayspt.org. ____________________________ Praise for the Oldways 4-Week Vegetarian & Vegan Diet Menu Plan: “Here is an easy-to-follow guide for healthy eating, with helpful tips for preparing and cooking nutritious vegetarian meals.”—Joan Sabaté, MD, DrPH, Professor of Nutrition, Loma Linda University “I have long been grateful to Oldways for shining the light on traditional diets as the best source of food wisdom. This new, clear guide to plant-based eating brings the discussion full-circle, providing structure and inspiration to people who would like to reduce (or eliminate) the meat factor from their plates. With the beautifully presented information here, we can trust that we are in good hands, and proceed smartly and more deeply into the delicious world of garden- and orchard-based cuisine.”—Mollie Katzen, author of Moosewood Cookbook, and The Heart of the Plate: Vegetarian Recipes for a New Generation “The Oldways 4-Week Vegetarian & Vegan Diet Menu Plan is a great way to support anyone who wants to eat a more plant-based diet. It offers sensible meal plans and recipes that are affordable and delicious. Clinicians will find it a very valuable resource to help guide patients who want to eat healthfully and nutritiously.—Kathy McManus, MS, RD, Director of Nutrition, Brigham and Women’s Hospital, Boston “Vegetarians, vegans, and anyone trying to eat more plant foods will find The Oldways 4-Week Vegetarian & Vegan Diet Menu Plan to be an invaluable resource, filled with mouth-watering recipes, meal plans, and tips.”—Janice Newell Bissex, MS, RDN, co-founder, MealMakeoverMoms.com and Meal Makeover Moms’ Kitchen; co-author of No Whine with Dinner “This book is built around the Oldways Vegetarian & Vegan Pyramid, a powerful roadmap that will help you unleash your highest health and transform the way you think about food.”  —Kate Geagan, MS, RDN, America’s Green Nutritionist, author of Go Green Get Lean",14.99,0,N,0.8,"Category Name: Books, Category Path: Shop by Materials/Books|Category Name: Vegetarian, Category Path: Shop by Topic/Vegetarian|Category Name: Shop All Products, Category Path: Shop All Products",Oldways 4-Week Vegetarian and Vegan Diet Menu Plan Recipe Book,/oldways-4-week-vegetarian-vegan-diet-menu-plan-book/,,
132,BRO_OCC,Traditional & Raw Milk Cheese Trifold Brochure (100 pcs),"SAVE NOW - QUANTITIES ARE LIMITED!    Use these brochures to learn and teach others why traditional artisan and raw-milk cheeses are both nutritious and delicious. Sold in sets of 100 tri-fold brochures. Discounts are available for purchases of 10 or more bundles, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.",39.99,0,N,1,"Category Name: Sale, Category Path: Sale|Category Name: Brochures, Category Path: Shop by Materials/Brochures|Category Name: Shop All Products, Category Path: Shop All Products|Category Name: Cheese, Category Path: Shop by Topic/Cheese",OCC Welcome to Traditional & Raw-Milk Cheese Trifold Brochure ,/welcome-to-traditional-raw-milk-cheese-trifold-75-pcs/,,
135,BK_GoodforMe,Good For Me Recipes Cookbook,"Brought to you by the National Black Child Development Institute (NBCDI) and Oldways, the culturally relevant Good for Me cookbook focuses on promoting positive nutrition for children and their families, and is particularly inclusive of children of color. The cookbook is designed to engage children in healthy eating by introducing them to a diverse range of fruits and vegetables - from Avocados to Zucchini. There are 26 recipes (one for each letter of the alphabet), all kid-tested and approved. Most of the dishes are inspired by African heritage, using staple ingredients from Africa, South America, the Caribbean and the American South. The rest are inspired by Mediterranean and Asian cuisines.  The book is suitable to use with children ages three years old and up.  Each recipe includes: A description of the fruit or vegetable Nutritional analysis Skill and knowledge-building activities: culture and geography, science, math, sensory and language Questions and conversation starters Oldways resources included: African heritage pantry staples, African heritage diet grocery list, and the African heritage diet pyramid.  74 pages. 8.5"" x 11"". Spiral-bound.  Discounts are available for purchases of 50 or more books, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.",9.99,0,N,0.5,"Category Name: Sale, Category Path: Sale|Category Name: Books, Category Path: Shop by Materials/Books|Category Name: African, Category Path: Shop by Topic/African|Category Name: Shop All Products, Category Path: Shop All Products",NBCDI Oldways Good For Me Cookbook,/good-for-me-recipes-cookbook/,,
136,BU_MedBundle,Mediterranean Diet Discount Bundle,"Save when you buy our two most popular Mediterranean diet resources together: Make Every Day Mediterranean: An Oldways 4-Week Menu Plan, and A Mediterranean Diet Grocery List Pad ____________________________ The MEDITERRANEAN DISCOUNT BUNDLE includes: The Oldways Mediterranean Diet Menu Plan Book The Mediterranean Diet Grocery List Pad  ____________________________ Learn How to Put the Principles of the Mediterranean Diet into Practice The Make Every Day Mediterranean: An Oldways 4-Week Menu Plan takes you through a month of Mediterranean-style eating, day-by-day and meal-by-meal. Follow it for a month to learn about the Mediterranean Diet, and to develop and practice healthy habits every day. Use the Grocery List to organize and plan grocery shopping trips. Join the Make Every Day Mediterranean Facebook group for additional information and support.(note: no purchase necessary to join the Facebook group)  ",19.99,0,N,1,"Category Name: Books, Category Path: Shop by Materials/Books|Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products",,/mediterranean-diet-discount-bundle/,,
137,BRO_Cart,Oldways Cart Trifold Brochure (100 pcs),"Contrary to popular belief, there IS widespread agreement on what constitutes a healthy diet. To help cut through the clutter and translate the unclear language of dietary guidelines into easy action, we created the Oldways Cart - a practical, visual tool that helps you apply the best dietary advice to your daily life. This brochure is the perfect introduction to the basics of the Oldways Cart, including 10 tips for building a healthy grocery cart. Sold in sets of 100 tri-fold brochures. Discounts are available for purchases of 10 or more bundles, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.",39.99,0,N,2,"Category Name: Brochures, Category Path: Shop by Materials/Brochures|Category Name: Mediterranean, Category Path: Shop by Topic/Mediterranean|Category Name: African, Category Path: Shop by Topic/African|Category Name: Latin American, Category Path: Shop by Topic/Latin American|Category Name: Vegetarian, Category Path: Shop by Topic/Vegetarian|Category Name: Whole Grain, Category Path: Shop by Topic/Whole Grain|Category Name: Asian, Category Path: Shop by Topic/Asian|Category Name: Shop All Products, Category Path: Shop All Products|Category Name: Cheese, Category Path: Shop by Topic/Cheese",Oldways Cart Trifold Brochure,/oldways-cart-trifold-brochure-100-pcs/,,
138,BRO_LA,Welcome to the Latin American Heritage Diet Trifold Brochure (100 pcs),"SAVE NOW - QUANTITIES ARE LIMITED! WHEN OUR CURRENT STOCK HAS SOLD OUT, WE WILL BE RELEASING A NEWLY DESIGNED VERSION.   This brochure is the perfect introduction to the healthy Latin American Heritage diet, with easy guidelines and mouth-watering photos. Sold in sets of 100 tri-fold brochures. Discounts are available for purchases of 10 or more bundles, and appear automatically during the checkout process. This product is available for co-branding! For more information, contact store@oldwayspt.org.",19.99,0,N,1,"Category Name: Sale, Category Path: Sale|Category Name: Brochures, Category Path: Shop by Materials/Brochures|Category Name: Latin American, Category Path: Shop by Topic/Latin American|Category Name: Shop All Products, Category Path: Shop All Products",Oldways Welcome to the Latin American Heritage Diet Brochure,/welcome-to-the-latin-american-heritage-diet-trifold-brochure-100-pcs/,,
139,BAG_CCC,Cheese Coalition Tote Bag,The Oldways Cheese Coalition vintage reusable tote bag has the original Cheese of Choice Coalition logo and shows your support of traditional cheeses. Made in America. ,10,0,N,1,"Category Name: Other, Category Path: Shop by Materials/Other|Category Name: Shop All Products, Category Path: Shop All Products|Category Name: Cheese, Category Path: Shop by Topic/Cheese",OCC Reusable Tote Bag,/cheese-coalition-tote-bag/,,
